,Symbol,Div,AD,ED,RD
5838,EVF,0.034,2019-05-01,2019-05-10,2019-05-13
5839,EVF,0.034,2019-04-01,2019-04-10,2019-04-11
5840,EVF,0.033,2019-03-01,2019-03-08,2019-03-11
5841,EVF,0.032,2019-02-01,2019-02-08,2019-02-11
5842,EVF,0.032,2018-12-18,2018-12-27,2018-12-28
5843,EVF,0.032,2018-12-03,2018-12-12,2018-12-13
5844,EVF,0.032,2018-11-01,2018-11-08,2018-11-12
5845,EVG,0.075,2020-09-01,2020-09-22,2020-09-23
5846,EVG,0.075,2020-08-03,2020-08-21,2020-08-24
5847,EVG,0.075,2020-07-01,2020-07-23,2020-07-24
5848,EVG,0.075,2020-06-01,2020-06-22,2020-06-23
5849,EVG,0.075,2020-05-01,2020-05-21,2020-05-22
5850,EVG,0.075,2020-04-01,2020-04-22,2020-04-23
5851,EVG,0.075,2020-03-02,2020-03-23,2020-03-24
5852,EVG,0.075,2020-02-03,2020-02-20,2020-02-21
5853,EVG,0.075,2019-12-20,2019-12-27,2019-12-30
5854,EVG,0.0047,2019-12-20,2019-12-27,2019-12-30
5855,EVG,0.075,2019-12-02,2019-12-23,2019-12-24
5856,EVG,0.075,2019-11-01,2019-11-21,2019-11-22
5857,EVG,0.075,2019-10-01,2019-10-23,2019-10-24
5858,EVG,0.075,2019-09-03,2019-09-20,2019-09-23
5859,EVG,0.075,2019-08-01,2019-08-22,2019-08-23
5860,EVG,0.075,2019-07-01,2019-07-23,2019-07-24
5861,EVG,0.075,2019-06-03,2019-06-20,2019-06-21
5862,EVG,0.075,2019-05-01,2019-05-23,2019-05-24
5863,EVG,0.065,2019-04-01,2019-04-22,2019-04-23
5864,EVG,0.065,2019-03-01,2019-03-20,2019-03-21
5865,EVG,0.065,2019-02-01,2019-02-20,2019-02-21
5866,EVG,0.065,2019-01-02,2019-01-23,2019-01-24
5867,EVG,0.065,2018-12-03,2018-12-21,2018-12-24
5868,EVG,0.065,2018-11-01,2018-11-21,2018-11-23
5869,EVG,0.065,2018-10-01,2018-10-23,2018-10-24
5870,EVI,0.13,2018-12-11,2018-12-24,2018-12-26
5871,EVM,0.0419,2020-09-01,2020-09-22,2020-09-23
5872,EVM,0.0419,2020-08-03,2020-08-21,2020-08-24
5873,EVM,0.0419,2020-07-01,2020-07-23,2020-07-24
5874,EVM,0.0419,2020-06-01,2020-06-22,2020-06-23
5875,EVM,0.0352,2020-05-01,2020-05-21,2020-05-22
5876,EVM,0.0352,2020-04-01,2020-04-22,2020-04-23
5877,EVM,0.0391,2020-03-02,2020-03-23,2020-03-24
5878,EVM,0.0391,2020-02-03,2020-02-20,2020-02-21
5879,EVM,0.0366,2020-01-02,2020-01-23,2020-01-24
5880,EVM,0.0366,2019-12-02,2019-12-23,2019-12-24
5881,EVM,0.0366,2019-11-01,2019-11-21,2019-11-22
5882,EVM,0.0366,2019-10-01,2019-10-23,2019-10-24
5883,EVM,0.0395,2019-09-03,2019-09-20,2019-09-23
5884,EVM,0.0395,2019-08-01,2019-08-22,2019-08-23
5885,EVM,0.0395,2019-07-01,2019-07-23,2019-07-24
5886,EVM,0.0395,2019-06-03,2019-06-20,2019-06-21
5887,EVM,0.0395,2019-05-01,2019-05-23,2019-05-24
5888,EVM,0.0395,2019-04-01,2019-04-22,2019-04-23
5889,EVM,0.0395,2019-03-01,2019-03-20,2019-03-21
5890,EVM,0.0395,2019-02-01,2019-02-20,2019-02-21
5891,EVM,0.0395,2019-01-02,2019-01-23,2019-01-24
5892,EVM,0.0395,2018-12-03,2018-12-12,2018-12-13
5893,EVM,0.0395,2018-11-01,2018-11-21,2018-11-23
5894,EVM,0.0395,2018-10-01,2018-10-23,2018-10-24
5895,EVRG,0.505,2020-08-05,2020-08-19,2020-08-20
5896,EVRG,0.505,2020-05-06,2020-05-19,2020-05-20
5897,EVRG,0.505,2020-03-02,2020-03-06,2020-03-09
5898,EVRG,0.505,2019-11-06,2019-11-26,2019-11-27
5899,EVRG,0.475,2019-08-07,2019-08-29,2019-08-30
5900,EVRG,0.475,2019-05-08,2019-05-29,2019-05-30
5901,EVRG,0.475,2019-02-21,2019-03-01,2019-03-04
5902,EVRG,0.475,2018-11-07,2018-11-28,2018-11-29
5903,EVTC,0.05,2020-04-22,2020-05-01,2020-05-04
5904,EVTC,0.05,2020-02-20,2020-03-03,2020-03-04
5905,EVTC,0.05,2019-10-23,2019-11-01,2019-11-04
5906,EVTC,0.05,2019-07-26,2019-08-02,2019-08-05
5907,EVTC,0.05,2019-04-26,2019-05-03,2019-05-06
5908,EVTC,0.05,2019-02-15,2019-02-25,2019-02-26
5909,EVTC,0.05,2018-10-26,2018-11-02,2018-11-05
5910,EVX,0.4715,2019-01-16,2019-12-23,2019-12-24
5911,EVX,,2018-01-30,2018-12-27,2018-12-28
5912,EVX,0.317,2018-11-16,2018-12-20,2018-12-21
5913,EWBC,0.275,2020-07-23,2020-08-03,2020-08-04
5914,EWBC,0.275,2020-04-23,2020-05-01,2020-05-04
5915,EWBC,0.275,2020-01-23,2020-01-31,2020-02-03
5916,EWBC,0.275,2019-10-17,2019-10-31,2019-11-01
5917,EWBC,0.275,2019-07-18,2019-07-31,2019-08-01
5918,EWBC,0.275,2019-04-18,2019-04-30,2019-05-01
5919,EWBC,0.23,2019-01-24,2019-02-01,2019-02-04
5920,EWBC,0.23,2018-10-18,2018-10-31,2018-11-01
5921,EWCO,0.09684,2020-01-28,2020-09-21,2020-09-22
5922,EWCO,0.06939,2020-01-28,2020-06-22,2020-06-23
5923,EWCO,0.07309,2020-01-28,2020-03-23,2020-03-24
5924,EWCO,0.19652,2019-01-18,2019-12-23,2019-12-24
5925,EWCO,0.07874,2019-01-18,2019-09-23,2019-09-24
5926,EWCO,0.0763,2019-01-18,2019-06-24,2019-06-25
5927,EWCO,0.05118,2019-03-15,2019-03-18,2019-03-19
5928,EWCO,0.0534,2018-12-21,2018-12-24,2018-12-26
5929,EWG,0.279803,2019-12-13,2020-06-15,2020-06-16
5930,EWG,,2018-12-26,2019-12-30,2019-12-31
5931,EWG,,2018-12-26,2019-12-16,2019-12-17
5932,EWG,0.738076,2018-12-26,2019-06-17,2019-06-18
5933,EWG,,2018-01-23,2018-12-28,2018-12-31
5934,EWG,,2017-12-29,2018-12-18,2018-12-19
5935,EWH,0.410707,2019-12-13,2020-06-15,2020-06-16
5936,EWH,,2018-12-26,2019-12-30,2019-12-31
5937,EWH,0.208494,2018-12-26,2019-12-16,2019-12-17
5938,EWH,0.450134,2018-12-26,2019-06-17,2019-06-18
5939,EWH,,2018-01-23,2018-12-28,2018-12-31
5940,EWH,0.269731,2017-12-29,2018-12-18,2018-12-19
5941,EWJ,0.441672,2019-12-13,2020-06-15,2020-06-16
5942,EWJ,,2018-12-28,2019-12-30,2019-12-31
5943,EWJ,0.715989,2018-12-28,2019-12-16,2019-12-17
5944,EWJ,0.487292,2018-12-28,2019-06-17,2019-06-18
5945,EWJ,,2018-01-23,2018-12-28,2018-12-31
5946,EWJ,0.405474,2017-12-29,2018-12-18,2018-12-19
5947,EWJV,0.279682,2019-12-13,2020-06-15,2020-06-16
5948,EWJV,0.65499,2019-12-13,2019-12-16,2019-12-17
5949,EWJV,0.455075,2019-06-14,2019-06-17,2019-06-18
5950,EWL,0.623751,2019-12-13,2020-06-15,2020-06-16
5951,EWL,,2018-12-26,2019-12-30,2019-12-31
5952,EWL,,2018-12-26,2019-12-16,2019-12-17
5953,EWL,0.749861,2018-12-26,2019-06-17,2019-06-18
5954,EWL,,2018-01-23,2018-12-28,2018-12-31
5955,EWL,,2017-12-29,2018-12-18,2018-12-19
5956,EWMC,0.19049,2020-01-28,2020-09-21,2020-09-22
5957,EWMC,0.16297,2020-01-28,2020-06-22,2020-06-23
5958,EWMC,0.34428,2020-01-28,2020-03-23,2020-03-24
5959,EWMC,0.18932,2019-01-18,2019-12-23,2019-12-24
5960,EWMC,0.2169,2019-01-18,2019-09-23,2019-09-24
5961,EWMC,0.23413,2019-01-18,2019-06-24,2019-06-25
5962,EWMC,0.2042,2019-03-15,2019-03-18,2019-03-19
5963,EWMC,0.1897,2018-12-21,2018-12-24,2018-12-26
5964,EWO,,2019-12-13,2020-06-15,2020-06-16
5965,EWO,,2018-12-26,2019-12-30,2019-12-31
5966,EWO,0.116145,2018-12-26,2019-12-16,2019-12-17
5967,EWO,0.530595,2018-12-26,2019-06-17,2019-06-18
5968,EWO,,2018-01-23,2018-12-28,2018-12-31
5969,EWO,0.248855,2017-12-30,2018-12-18,2018-12-19
5970,EWQ,0.177191,2019-12-13,2020-06-15,2020-06-16
5971,EWQ,,2018-12-26,2019-12-30,2019-12-31
5972,EWQ,0.069063,2018-12-26,2019-12-16,2019-12-17
5973,EWQ,0.730481,2018-12-26,2019-06-17,2019-06-18
5974,EWQ,,2018-01-23,2018-12-28,2018-12-31
5975,EWQ,0.122559,2017-12-29,2018-12-18,2018-12-19
5976,EWS,0.219028,2019-12-13,2020-06-15,2020-06-16
5977,EWS,,2018-12-28,2019-12-30,2019-12-31
5978,EWS,0.682389,2018-12-28,2019-12-16,2019-12-17
5979,EWS,0.45215,2018-12-28,2019-06-17,2019-06-18
5980,EWS,,2018-01-23,2018-12-28,2018-12-31
5981,EWS,0.443633,2017-12-29,2018-12-18,2018-12-19
5982,EWT,,2018-12-28,2019-12-30,2019-12-31
5983,EWT,1.02349,2018-12-28,2019-12-16,2019-12-17
5984,EWT,,2018-01-18,2018-12-28,2018-12-31
5985,EWT,0.997978,2017-12-29,2018-12-18,2018-12-19
5986,EWUS,0.420364,2019-12-13,2020-06-15,2020-06-16
5987,EWUS,,2018-12-26,2019-12-30,2019-12-31
5988,EWUS,0.602622,2018-12-26,2019-12-16,2019-12-17
5989,EWUS,0.547503,2018-12-26,2019-06-17,2019-06-18
5990,EWUS,,2018-01-17,2018-12-28,2018-12-31
5991,EWUS,0.508421,2018-01-17,2018-12-18,2018-12-19
5992,EWW,0.124094,2019-12-13,2020-06-15,2020-06-16
5993,EWW,,2018-12-26,2019-12-30,2019-12-31
5994,EWW,0.433976,2018-12-26,2019-12-16,2019-12-17
5995,EWW,0.88212,2018-12-26,2019-06-17,2019-06-18
5996,EWW,,2018-01-23,2018-12-28,2018-12-31
5997,EWW,0.371785,2017-12-29,2018-12-18,2018-12-19
5998,EWY,,2018-12-28,2019-12-30,2019-12-31
5999,EWY,1.307628,2018-12-28,2019-12-16,2019-12-17
6000,EWY,,2018-01-18,2018-12-28,2018-12-31
6001,EWY,0.789911,2017-12-29,2018-12-18,2018-12-19
6002,EWZS,0.078457,2019-12-13,2020-06-15,2020-06-16
6003,EWZS,0.149648,2018-12-26,2019-12-16,2019-12-17
6004,EWZS,0.226147,2018-12-26,2019-06-17,2019-06-18
6005,EWZS,0.062931,2018-12-27,2018-12-28,2018-12-31
6006,EWZS,0.307901,2018-12-17,2018-12-18,2018-12-19
6007,EXC,0.3825,2020-07-28,2020-08-13,2020-08-14
6008,EXC,0.3825,2020-04-28,2020-05-14,2020-05-15
6009,EXC,0.3825,2020-01-28,2020-02-19,2020-02-20
6010,EXC,0.3625,2019-11-01,2019-11-14,2019-11-15
6011,EXG,0.0616,2020-09-01,2020-09-22,2020-09-23
6012,EXG,0.0616,2020-08-03,2020-08-21,2020-08-24
6013,EXG,0.0616,2020-07-01,2020-07-23,2020-07-24
6014,EXG,0.0616,2020-06-01,2020-06-22,2020-06-23
6015,EXG,0.0616,2020-05-01,2020-05-21,2020-05-22
6016,EXG,0.0616,2020-04-01,2020-04-22,2020-04-23
6017,EXG,0.0616,2020-03-02,2020-03-23,2020-03-24
6018,EXG,0.0616,2020-02-03,2020-02-20,2020-02-21
6019,EXG,0.0616,2020-01-02,2020-01-23,2020-01-24
6020,EXG,0.0616,2019-12-02,2019-12-23,2019-12-24
6021,EXG,0.0616,2019-11-01,2019-11-21,2019-11-22
6022,EXG,0.0616,2019-10-01,2019-10-23,2019-10-24
6023,EXG,0.0616,2019-09-03,2019-09-20,2019-09-23
6024,EXG,0.0616,2019-08-01,2019-08-22,2019-08-23
6025,EXG,0.0616,2019-07-01,2019-07-23,2019-07-24
6026,EXG,0.0616,2019-06-03,2019-06-20,2019-06-21
6027,EXG,0.0616,2019-05-01,2019-05-23,2019-05-24
6028,EXG,0.0616,2019-04-01,2019-04-22,2019-04-23
6029,EXG,0.0616,2019-03-01,2019-03-20,2019-03-21
6030,EXG,0.0616,2019-02-01,2019-02-20,2019-02-21
6031,EXG,0.0616,2019-01-02,2019-01-23,2019-01-24
6032,EXG,0.076,2018-12-03,2018-12-21,2018-12-24
6033,EXG,0.076,2018-11-01,2018-11-21,2018-11-23
6034,EXG,0.076,2018-10-01,2018-10-23,2018-10-24
6035,EXPE,0.34,2020-02-12,2020-03-09,2020-03-10
6036,EXPE,0.34,2019-11-06,2019-11-18,2019-11-19
6037,EXPE,0.34,2019-07-24,2019-08-21,2019-08-22
6038,EXPE,0.32,2019-05-01,2019-05-22,2019-05-23
6039,EXPE,0.32,2019-02-06,2019-03-06,2019-03-07
6040,EXPE,0.32,2018-10-19,2018-11-14,2018-11-15
6041,EXPO,0.19,2020-07-30,2020-09-10,2020-09-11
6042,EXPO,0.19,2020-04-29,2020-06-11,2020-06-12
6043,EXPO,0.19,2020-02-05,2020-03-12,2020-03-13
6044,EXPO,0.16,2019-10-16,2019-12-05,2019-12-06
6045,EXPO,0.16,2019-07-17,2019-09-05,2019-09-06
6046,EXPO,0.16,2019-04-18,2019-06-06,2019-06-07
6047,EXPO,0.16,2018-12-17,2019-03-07,2019-03-08
6048,EXPO,0.13,2018-10-17,2018-12-06,2018-12-07
6049,EXR,0.9,2020-08-21,2020-09-14,2020-09-15
6050,EXR,0.9,2020-05-15,2020-06-12,2020-06-15
6051,EXR,0.9,2020-02-13,2020-03-13,2020-03-16
6052,EXR,0.9,2019-11-11,2019-12-13,2019-12-16
6053,EXR,0.9,2019-08-26,2019-09-13,2019-09-16
6054,EXR,0.9,2019-05-23,2019-06-13,2019-06-14
6055,EXR,0.86,2019-02-14,2019-03-14,2019-03-15
6056,EXR,0.86,2018-11-13,2018-12-13,2018-12-14
6057,EYLD,0.43848,2020-09-23,2020-09-24,2020-09-25
6058,EYLD,0.41791,2020-06-24,2020-06-25,2020-06-26
6059,EYLD,0.434268,2019-12-24,2019-12-26,2019-12-27
6060,EYLD,0.548685,2019-09-25,2019-09-26,2019-09-27
6061,EYLD,0.380758,2019-06-26,2019-06-27,2019-06-28
6062,EYLD,0.003661,2019-03-27,2019-03-28,2019-03-29
6063,EYLD,0.205821,2018-12-24,2018-12-26,2018-12-27
6064,EYLD,1.1093,2018-12-24,2018-12-26,2018-12-27
6065,EZA,0.645136,2019-12-13,2020-06-15,2020-06-16
6066,EZA,,2018-12-28,2019-12-30,2019-12-31
6067,EZA,0.74246,2018-12-28,2019-12-16,2019-12-17
6068,EZA,1.314751,2018-12-28,2019-06-17,2019-06-18
6069,EZA,,2018-01-23,2018-12-28,2018-12-31
6070,EZA,1.067157,2017-12-29,2018-12-18,2018-12-19
6071,EZM,0.135,2020-01-08,2020-09-22,2020-09-23
6072,EZM,0.115,2020-01-08,2020-06-23,2020-06-24
6073,EZM,0.17022,2020-01-08,2020-03-24,2020-03-25
6074,EZM,,2019-02-25,2019-12-23,2019-12-24
6075,EZM,0.18,2019-02-25,2019-09-24,2019-09-25
6076,EZM,0.125,2019-02-25,2019-06-24,2019-06-25
6077,EZM,0.08,2019-02-25,2019-03-26,2019-03-27
6078,EZM,0.17051,2018-12-21,2018-12-24,2018-12-26
6079,F,0.15,2020-01-08,2020-01-29,2020-01-30
6080,F,0.15,2019-10-10,2019-10-21,2019-10-22
6081,F,0.15,2019-07-11,2019-07-22,2019-07-23
6082,F,0.15,2019-04-08,2019-04-23,2019-04-24
6083,F,0.15,2019-01-16,2019-01-30,2019-01-31
6084,F,0.15,2018-10-11,2018-10-22,2018-10-23
6085,FAB,0.2376,2020-09-23,2020-09-24,2020-09-25
6086,FAB,0.2436,2020-06-24,2020-06-25,2020-06-26
6087,FAB,0.1363,2020-03-25,2020-03-26,2020-03-27
6088,FAB,0.3382,2019-12-12,2019-12-13,2019-12-16
6089,FAB,0.3636,2019-09-24,2019-09-25,2019-09-26
6090,FAB,0.2,2019-06-13,2019-06-14,2019-06-17
6091,FAB,0.1137,2019-03-20,2019-03-21,2019-03-22
6092,FAB,0.3536,2018-01-09,2018-12-18,2018-12-19
6093,FAF,0.44,2020-08-25,2020-09-04,2020-09-08
6094,FAF,0.44,2020-05-05,2020-06-05,2020-06-08
6095,FAF,0.44,2020-01-23,2020-03-06,2020-03-09
6096,FAF,0.42,2019-11-05,2019-12-06,2019-12-09
6097,FAF,0.42,2019-08-13,2019-09-06,2019-09-09
6098,FAF,0.42,2019-05-07,2019-06-07,2019-06-10
6099,FAF,0.42,2019-01-23,2019-03-07,2019-03-08
6100,FAF,0.42,2018-11-06,2018-12-07,2018-12-10
6101,FALN,0.130498,2019-12-11,2020-10-01,2020-10-02
6102,FALN,0.126604,2019-12-11,2020-09-01,2020-09-02
6103,FALN,0.131158,2019-12-11,2020-08-03,2020-08-04
6104,FALN,0.130234,2019-12-11,2020-07-01,2020-07-02
6105,FALN,0.118683,2019-12-11,2020-06-01,2020-06-02
6106,FALN,0.130542,2019-12-11,2020-05-01,2020-05-04
6107,FALN,0.130728,2019-12-11,2020-04-01,2020-04-02
6108,FALN,0.120796,2019-12-11,2020-03-02,2020-03-03
6109,FALN,0.121779,2019-12-11,2020-02-03,2020-02-04
6110,FALN,0.090458,2018-12-18,2019-12-19,2019-12-20
6111,FALN,0.124945,2018-12-18,2019-12-02,2019-12-03
6112,FALN,0.126445,2018-12-18,2019-11-01,2019-11-04
6113,FALN,0.118054,2018-12-18,2019-10-01,2019-10-02
6114,FALN,0.120144,2018-12-18,2019-09-03,2019-09-04
6115,FALN,0.126215,2018-12-18,2019-08-01,2019-08-02
6116,FALN,0.121023,2018-12-18,2019-07-01,2019-07-02
6117,FALN,0.121199,2018-12-18,2019-06-03,2019-06-04
6118,FALN,0.120865,2018-12-18,2019-05-01,2019-05-02
6119,FALN,0.124246,2018-12-18,2019-04-01,2019-04-02
6120,FALN,0.129659,2018-12-18,2019-03-01,2019-03-04
6121,FALN,0.127835,2018-12-18,2019-02-01,2019-02-04
6122,FALN,0.121121,2018-01-02,2018-12-03,2018-12-04
6123,FALN,0.133773,2018-01-02,2018-11-01,2018-11-02
6124,FANG,0.375,2020-08-03,2020-08-12,2020-08-13
6125,FANG,0.375,2020-05-04,2020-05-13,2020-05-14
6126,FANG,0.375,2020-02-18,2020-03-02,2020-03-03
6127,FANG,0.1875,2019-11-05,2019-11-14,2019-11-15
6128,FANG,0.1875,2019-08-06,2019-08-15,2019-08-16
6129,FANG,0.1875,2019-05-07,2019-05-24,2019-05-28
6130,FANG,0.125,2018-11-06,2018-11-16,2018-11-19
6131,FAS,0.04742,2020-01-09,2020-09-22,2020-09-23
6132,FAS,0.03642,2020-01-09,2020-06-23,2020-06-24
6133,FAS,0.12345,2020-01-09,2020-03-24,2020-03-25
6134,FAS,0.10603,2019-03-13,2019-12-23,2019-12-24
6135,FAS,0.15126,2019-03-13,2019-09-24,2019-09-25
6136,FAS,0.17005,2019-03-13,2019-06-25,2019-06-26
6137,FAS,0.15561,2019-03-13,2019-03-19,2019-03-20
6138,FAT,0.12,2019-02-08,2019-02-15,2019-02-19
6139,FAT,,2019-02-08,2019-02-15,2019-02-19
6140,FAT,0.12,2018-10-08,2018-10-17,2018-10-18
6141,FAUG,,2020-01-20,2020-08-24,2020-08-25
6142,FAX,0.0275,2020-09-10,2020-09-18,2020-09-21
6143,FAX,0.0275,2020-08-11,2020-08-20,2020-08-21
6144,FAX,0.0275,2020-07-10,2020-07-17,2020-07-20
6145,FAX,0.0275,2020-06-09,2020-06-18,2020-06-19
6146,FAX,0.0275,2020-05-11,2020-05-20,2020-05-21
6147,FAX,0.0275,2020-04-09,2020-04-17,2020-04-20
6148,FAX,0.0275,2020-03-10,2020-03-19,2020-03-20
6149,FAX,0.0275,2020-02-11,2020-02-20,2020-02-21
6150,FAX,0.0275,2020-01-10,2020-01-17,2020-01-21
6151,FAX,0.0275,2019-12-10,2019-12-30,2019-12-31
6152,FAX,0.0275,2019-11-11,2019-11-20,2019-11-21
6153,FAX,0.0275,2019-10-09,2019-10-18,2019-10-21
6154,FAX,0.0275,2019-09-11,2019-09-20,2019-09-23
6155,FAX,0.0275,2019-08-09,2019-08-16,2019-08-19
6156,FAX,0.0275,2019-07-10,2019-07-19,2019-07-22
6157,FAX,0.0275,2019-06-11,2019-06-20,2019-06-21
6158,FAX,0.0275,2019-05-09,2019-05-21,2019-05-22
6159,FAX,0.0275,2019-04-09,2019-04-18,2019-04-22
6160,FAX,0.035,2019-03-11,2019-03-20,2019-03-21
6161,FAX,0.035,2019-02-11,2019-02-20,2019-02-21
6162,FAX,0.035,2019-01-10,2019-01-22,2019-01-23
6163,FAX,0.035,2018-12-11,2018-12-28,2018-12-31
6164,FAX,0.035,2018-11-09,2018-11-16,2018-11-19
6165,FAX,0.035,2018-10-09,2018-10-18,2018-10-19
6166,FBIZ,0.165,2020-04-24,2020-05-01,2020-05-04
6167,FBIZ,0.165,2020-01-24,2020-01-31,2020-02-03
6168,FBIZ,0.15,2019-10-25,2019-11-01,2019-11-04
6169,FBIZ,0.15,2019-07-26,2019-08-02,2019-08-05
6170,FBIZ,0.15,2019-04-26,2019-05-03,2019-05-06
6171,FBIZ,0.15,2019-01-25,2019-02-01,2019-02-04
6172,FBIZ,0.14,2018-10-26,2018-11-02,2018-11-05
6173,FBNC,0.18,2020-09-15,2020-09-29,2020-09-30
6174,FBNC,0.18,2020-06-12,2020-06-29,2020-06-30
6175,FBNC,0.18,2020-02-04,2020-03-30,2020-03-31
6176,FBNC,0.18,2019-11-19,2019-12-30,2019-12-31
6177,FBNC,0.12,2019-07-30,2019-09-27,2019-09-30
6178,FBNC,0.12,2019-04-23,2019-06-27,2019-06-30
6179,FBNC,0.12,2019-02-05,2019-03-28,2019-03-31
6180,FBNC,0.1,2018-10-22,2018-12-28,2018-12-31
6181,FBP,0.05,2020-07-31,2020-08-26,2020-08-27
6182,FBP,0.05,2020-04-24,2020-05-27,2020-05-28
6183,FBP,0.05,2020-02-06,2020-02-27,2020-02-28
6184,FBP,0.05,2019-10-25,2019-11-27,2019-11-29
6185,FBP,0.03,2019-07-31,2019-08-28,2019-08-29
6186,FBP,0.03,2019-05-16,2019-05-29,2019-05-30
6187,FBP,0.03,2019-02-14,2019-02-27,2019-02-28
6188,FBP,0.03,2018-11-14,2018-11-29,2018-11-30
6189,FBSS,0.125,2020-08-20,2020-09-17,2020-09-18
6190,FBSS,0.125,2020-05-19,2020-06-18,2020-06-19
6191,FBSS,0.125,2020-02-20,2020-03-12,2020-03-13
6192,FBSS,0.125,2019-11-21,2019-12-12,2019-12-13
6193,FBSS,0.12,2019-08-15,2019-09-12,2019-09-13
6194,FBSS,0.12,2019-05-20,2019-06-13,2019-06-14
6195,FBSS,0.12,2019-02-21,2019-03-14,2019-03-15
6196,FBSS,0.12,2018-11-15,2018-12-13,2018-12-14
6197,FBZ,0.055,2020-09-23,2020-09-24,2020-09-25
6198,FBZ,0.1208,2020-06-24,2020-06-25,2020-06-26
6199,FBZ,0.1681,2020-03-25,2020-03-26,2020-03-27
6200,FBZ,1.3076,2019-12-12,2019-12-13,2019-12-16
6201,FBZ,0.0486,2019-09-24,2019-09-25,2019-09-26
6202,FBZ,0.1449,2019-06-13,2019-06-14,2019-06-17
6203,FBZ,0.0651,2019-03-20,2019-03-21,2019-03-22
6204,FBZ,0.1837,2018-01-09,2018-12-18,2018-12-19
6205,FCA,0.4568,2020-09-23,2020-09-24,2020-09-25
6206,FCA,0.5223,2020-06-24,2020-06-25,2020-06-26
6207,FCA,0.2411,2019-12-12,2019-12-13,2019-12-16
6208,FCA,0.35,2019-09-24,2019-09-25,2019-09-26
6209,FCA,0.4138,2019-06-13,2019-06-14,2019-06-17
6210,FCA,0.1017,2018-01-09,2018-12-18,2018-12-19
6211,FCAL,0.095,2020-09-23,2020-09-24,2020-09-25
6212,FCAL,0.095,2020-08-20,2020-08-21,2020-08-24
6213,FCAL,0.095,2020-07-20,2020-07-21,2020-07-22
6214,FCAL,0.095,2020-06-24,2020-06-25,2020-06-26
6215,FCAL,0.095,2020-05-20,2020-05-21,2020-05-22
6216,FCAL,0.095,2020-04-20,2020-04-21,2020-04-22
6217,FCAL,0.095,2020-03-25,2020-03-26,2020-03-27
6218,FCAL,0.095,2020-02-20,2020-02-21,2020-02-24
6219,FCAL,0.095,2020-01-21,2020-01-22,2020-01-23
6220,FCAL,0.1,2019-12-12,2019-12-13,2019-12-16
6221,FCAL,0.105,2019-11-20,2019-11-21,2019-11-22
6222,FCAL,0.11,2019-10-21,2019-10-22,2019-10-23
6223,FCAL,0.12,2019-09-24,2019-09-25,2019-09-26
6224,FCAL,0.12,2019-08-20,2019-08-21,2019-08-22
6225,FCAL,0.125,2019-07-22,2019-07-23,2019-07-24
6226,FCAL,0.125,2019-06-13,2019-06-14,2019-06-17
6227,FCAL,0.125,2019-05-20,2019-05-21,2019-05-22
6228,FCAL,0.125,2019-04-22,2019-04-23,2019-04-24
6229,FCAL,0.125,2019-03-20,2019-03-21,2019-03-22
6230,FCAL,0.125,2019-02-20,2019-02-21,2019-02-22
6231,FCAL,0.125,2019-01-22,2019-01-23,2019-01-24
6232,FCAL,0.125,2018-11-20,2018-11-21,2018-11-23
6233,FCAL,0.125,2018-10-22,2018-10-23,2018-10-24
6234,FCAP,0.24,2020-08-18,2020-09-14,2020-09-15
6235,FCAP,0.24,2020-05-27,2020-06-12,2020-06-15
6236,FCAP,0.24,2020-02-18,2020-03-13,2020-03-16
6237,FCAP,0.24,2019-11-18,2019-12-13,2019-12-16
6238,FCAP,0.24,2019-08-19,2019-09-12,2019-09-13
6239,FCAP,0.24,2019-05-22,2019-06-13,2019-06-14
6240,FCAP,0.23,2019-02-19,2019-03-14,2019-03-15
6241,FCAP,0.23,2018-11-19,2018-12-13,2018-12-14
6242,FCBC,0.25,2020-07-28,2020-08-06,2020-08-07
6243,FCBC,0.25,2020-04-28,2020-05-07,2020-05-08
6244,FCBC,0.25,2020-01-28,2020-02-06,2020-02-07
6245,FCBC,0.25,2019-10-22,2019-10-31,2019-11-01
6246,FCBC,0.25,2019-07-23,2019-08-01,2019-08-02
6247,FCBC,0.25,2019-04-23,2019-05-02,2019-05-03
6248,FCBC,0.21,2019-01-23,2019-01-31,2019-02-01
6249,FCBC,0.21,2018-10-23,2018-11-01,2018-11-02
6250,FCCO,0.12,2020-07-22,2020-07-31,2020-08-03
6251,FCCO,0.12,2020-04-21,2020-05-01,2020-05-04
6252,FCCO,0.12,2020-01-21,2020-01-30,2020-01-31
6253,FCCO,0.11,2019-10-15,2019-10-30,2019-10-31
6254,FCCO,0.11,2019-07-16,2019-07-26,2019-07-29
6255,FCCO,0.11,2019-04-16,2019-04-29,2019-04-30
6256,FCCO,0.11,2019-01-16,2019-01-30,2019-01-31
6257,FCCO,0.1,2018-10-17,2018-10-29,2018-10-30
6258,FCEF,0.09,2020-10-13,2020-10-14,2020-10-15
6259,FCEF,0.0925,2020-09-10,2020-09-11,2020-09-14
6260,FCEF,0.0925,2020-08-10,2020-08-11,2020-08-12
6261,FCEF,0.0925,2020-07-13,2020-07-14,2020-07-15
6262,FCEF,0.0975,2020-06-10,2020-06-11,2020-06-12
6263,FCEF,0.0975,2020-05-11,2020-05-12,2020-05-13
6264,FCEF,0.0975,2020-04-09,2020-04-13,2020-04-14
6265,FCEF,0.0975,2020-03-10,2020-03-11,2020-03-12
