,Symbol,AD,ED,RD
17981,SCHX,2019-01-28,2019-12-12,2019-12-13
17982,SCHX,2019-01-28,2019-09-25,2019-09-26
17983,SCHX,2019-01-28,2019-06-26,2019-06-27
17984,SCHX,2019-01-28,2019-03-20,2019-03-21
17985,SCHX,2018-12-27,2018-12-28,2018-12-31
17986,SCHX,2018-12-11,2018-12-12,2018-12-13
17987,SCI,2020-08-12,2020-09-14,2020-09-15
17988,SCI,2020-05-13,2020-06-12,2020-06-15
17989,SCI,2020-02-20,2020-03-12,2020-03-13
17990,SCI,2019-11-13,2019-12-12,2019-12-13
17991,SCI,2019-08-14,2019-09-12,2019-09-13
17992,SCI,2019-05-08,2019-06-13,2019-06-14
17993,SCI,2019-02-21,2019-03-14,2019-03-15
17994,SCI,2018-11-14,2018-12-13,2018-12-14
17995,SCM,2020-07-31,2020-09-14,2020-09-15
17996,SCM,2020-06-30,2020-07-14,2020-07-15
17997,SCM,2020-01-10,2020-03-30,2020-03-31
17998,SCM,2020-01-10,2020-02-27,2020-02-28
17999,SCM,2020-01-10,2020-01-30,2020-01-31
18000,SCM,2019-10-15,2019-12-30,2019-12-31
18001,SCM,2019-10-15,2019-11-27,2019-11-29
18002,SCM,2019-10-15,2019-10-30,2019-10-31
18003,SCM,2019-07-03,2019-09-27,2019-09-30
18004,SCM,2019-07-03,2019-08-29,2019-08-30
18005,SCM,2019-07-03,2019-07-30,2019-07-31
18006,SCM,2019-04-11,2019-06-27,2019-06-28
18007,SCM,2019-04-11,2019-05-30,2019-05-31
18008,SCM,2019-04-11,2019-04-29,2019-04-30
18009,SCM,2019-01-11,2019-03-28,2019-03-29
18010,SCM,2019-01-11,2019-02-27,2019-02-28
18011,SCM,2019-01-11,2019-01-30,2019-01-31
18012,SCM,2018-10-16,2018-12-28,2018-12-31
18013,SCM,2018-10-16,2018-11-29,2018-11-30
18014,SCM,2018-10-16,2018-10-30,2018-10-31
18015,SCS,2020-09-22,2020-10-01,2020-10-02
18016,SCS,2020-06-30,2020-07-07,2020-07-08
18017,SCS,2020-03-24,2020-04-02,2020-04-03
18018,SCS,2019-12-17,2019-12-26,2019-12-27
18019,SCS,2019-09-19,2019-09-27,2019-09-30
18020,SCS,2019-06-19,2019-06-28,2019-07-01
18021,SCS,2019-03-19,2019-03-28,2019-03-29
18022,SCS,2018-12-18,2018-12-27,2018-12-28
18023,SCU,2020-02-11,2020-02-24,2020-02-25
18024,SCU,2019-11-04,2019-11-15,2019-11-18
18025,SCU,2019-08-02,2019-08-13,2019-08-14
18026,SCU,2019-05-09,2019-05-17,2019-05-20
18027,SCZ,2019-12-13,2020-06-15,2020-06-16
18028,SCZ,2018-12-26,2019-12-16,2019-12-17
18029,SCZ,2018-12-26,2019-06-17,2019-06-18
18030,SCZ,2018-12-17,2018-12-18,2018-12-19
18031,SDD,2020-01-30,2020-09-23,2020-09-24
18032,SDD,2020-01-30,2020-06-24,2020-06-25
18033,SDD,2020-01-30,2020-03-25,2020-03-26
18034,SDD,2019-03-18,2019-12-24,2019-12-26
18035,SDD,2019-03-18,2019-09-25,2019-09-26
18036,SDD,2019-03-18,2019-06-25,2019-06-26
18037,SDD,2019-03-18,2019-03-20,2019-03-21
18038,SDD,2018-01-29,2018-12-26,2018-12-27
18039,SDG,2019-12-13,2020-06-15,2020-06-16
18040,SDG,2018-12-28,2019-12-16,2019-12-17
18041,SDG,2018-12-28,2019-06-17,2019-06-18
18042,SDOG,2020-09-16,2020-09-17,2020-09-18
18043,SDOG,2020-03-18,2020-03-19,2020-03-20
18044,SDOG,2019-01-04,2019-12-19,2019-12-20
18045,SDOG,2019-01-04,2019-09-19,2019-09-20
18046,SDOG,2019-01-04,2019-06-20,2019-06-21
18047,SDOG,2019-01-04,2019-03-21,2019-03-22
18048,SDOG,2018-12-19,2018-12-20,2018-12-21
18049,SDP,2020-01-30,2020-09-23,2020-09-24
18050,SDP,2020-01-30,2020-06-24,2020-06-25
18051,SDP,2020-01-30,2020-03-25,2020-03-26
18052,SDP,2019-03-18,2019-12-24,2019-12-26
18053,SDP,2019-03-18,2019-09-25,2019-09-26
18054,SDP,2019-03-18,2019-06-25,2019-06-26
18055,SDP,2019-03-18,2019-03-20,2019-03-21
18056,SDP,2018-01-29,2018-12-26,2018-12-27
18057,SDS,2020-01-30,2020-09-23,2020-09-24
18058,SDS,2020-01-30,2020-06-24,2020-06-25
18059,SDS,2020-01-30,2020-03-25,2020-03-26
18060,SDS,2019-03-18,2019-12-24,2019-12-26
18061,SDS,2019-03-18,2019-09-25,2019-09-26
18062,SDS,2019-03-18,2019-06-25,2019-06-26
18063,SDS,2019-03-18,2019-03-20,2019-03-21
18064,SDS,2018-01-29,2018-12-26,2018-12-27
18065,SDY,2020-01-16,2020-09-18,2020-09-21
18066,SDY,2020-01-16,2020-06-19,2020-06-22
18067,SDY,2020-01-16,2020-03-20,2020-03-23
18068,SDY,2019-01-10,2019-12-30,2019-12-31
18069,SDY,2019-01-10,2019-12-20,2019-12-23
18070,SDY,2019-01-10,2019-09-20,2019-09-23
18071,SDY,2019-01-10,2019-06-21,2019-06-24
18072,SDY,2019-01-10,2019-03-15,2019-03-18
18073,SDY,2018-01-13,2018-12-28,2018-12-31
18074,SDY,2018-01-11,2018-12-21,2018-12-24
18075,SEF,2020-01-30,2020-09-23,2020-09-24
18076,SEF,2020-01-30,2020-06-24,2020-06-25
18077,SEF,2020-01-30,2020-03-25,2020-03-26
18078,SEF,2019-03-18,2019-12-24,2019-12-26
18079,SEF,2019-03-18,2019-09-25,2019-09-26
18080,SEF,2019-03-18,2019-06-25,2019-06-26
18081,SEF,2019-03-18,2019-03-20,2019-03-21
18082,SEF,2018-12-24,2018-12-26,2018-12-27
18083,SEIX,2020-08-19,2020-08-20,2020-08-21
18084,SEIX,2020-07-17,2020-07-20,2020-07-21
18085,SEIX,2020-06-19,2020-06-22,2020-06-23
18086,SEIX,2020-05-19,2020-05-20,2020-05-21
18087,SEIX,2020-04-17,2020-04-20,2020-04-21
18088,SEIX,2020-03-19,2020-03-20,2020-03-23
18089,SEIX,2020-02-19,2020-02-20,2020-02-21
18090,SEIX,2020-01-17,2020-01-21,2020-01-22
18091,SEIX,2019-12-19,2019-12-20,2019-12-23
18092,SEIX,2019-12-19,2019-12-20,2019-12-23
18093,SEIX,2019-11-19,2019-11-20,2019-11-21
18094,SEIX,2019-10-18,2019-10-21,2019-10-22
18095,SEIX,2019-09-19,2019-09-20,2019-09-23
18096,SEIX,2019-08-19,2019-08-20,2019-08-21
18097,SEIX,2019-07-19,2019-07-22,2019-07-23
18098,SEIX,2019-06-19,2019-06-20,2019-06-21
18099,SELF,2020-09-01,2020-09-14,2020-09-15
18100,SELF,2020-06-01,2020-06-12,2020-06-15
18101,SELF,2020-03-02,2020-03-13,2020-03-16
18102,SELF,2019-12-02,2019-12-18,2019-12-19
18103,SELF,2019-09-03,2019-09-16,2019-09-17
18104,SELF,2019-06-03,2019-06-14,2019-06-17
18105,SELF,2019-03-01,2019-03-14,2019-03-15
18106,SELF,2018-12-03,2018-12-14,2018-12-17
18107,SF,2020-08-05,2020-08-31,2020-09-01
18108,SF,2020-05-06,2020-05-29,2020-06-01
18109,SF,2020-01-30,2020-02-28,2020-03-02
18110,SF,2019-11-06,2019-11-29,2019-12-02
18111,SF,2019-08-07,2019-08-30,2019-09-03
18112,SF,2019-05-16,2019-05-31,2019-06-03
18113,SF,2019-02-13,2019-02-28,2019-03-01
18114,SF,2018-11-13,2018-11-30,2018-12-03
18115,SFBS,2020-09-21,2020-09-30,2020-10-01
18116,SFBS,2020-03-16,2020-03-31,2020-04-01
18117,SFBS,2019-10-21,2019-12-31,2020-01-02
18118,SFBS,2019-09-16,2019-09-30,2019-10-01
18119,SFBS,2019-06-17,2019-06-28,2019-07-01
18120,SFBS,2019-03-18,2019-03-29,2019-04-01
18121,SFBS,2018-12-17,2018-12-31,2019-01-02
18122,SFIG,2020-01-07,2020-09-22,2020-09-23
18123,SFIG,2020-01-07,2020-08-25,2020-08-26
18124,SFIG,2020-07-27,2020-07-28,2020-07-29
18125,SFIG,2020-01-07,2020-07-21,2020-07-22
18126,SFIG,2020-01-07,2020-06-23,2020-06-24
18127,SFIG,2020-01-07,2020-05-26,2020-05-27
18128,SFIG,2020-01-07,2020-04-21,2020-04-22
18129,SFIG,2020-01-07,2020-03-24,2020-03-25
18130,SFIG,2020-01-07,2020-02-25,2020-02-26
18131,SFIG,2020-01-07,2020-01-21,2020-01-22
18132,SFIG,2019-02-25,2019-12-23,2019-12-24
18133,SFIG,2019-12-09,2019-12-09,2019-12-10
18134,SFIG,2019-02-25,2019-11-25,2019-11-26
18135,SFIG,2019-02-25,2019-10-22,2019-10-23
18136,SFIG,2019-02-25,2019-09-24,2019-09-25
18137,SFIG,2019-02-25,2019-08-27,2019-08-28
18138,SFIG,2019-02-25,2019-07-23,2019-07-24
18139,SFIG,2019-02-25,2019-06-24,2019-06-25
18140,SFIG,2019-02-25,2019-05-28,2019-05-29
18141,SFIG,2019-02-25,2019-04-23,2019-04-24
18142,SFIG,2019-02-25,2019-03-26,2019-03-27
18143,SFIG,2019-02-15,2019-02-19,2019-02-20
18144,SFIG,2019-01-18,2019-01-22,2019-01-23
18145,SFIG,2018-02-01,2018-12-24,2018-12-26
18146,SFIG,2018-02-01,2018-11-20,2018-11-21
18147,SFIG,2018-02-01,2018-10-23,2018-10-24
18148,SFL,2020-08-18,2020-09-16,2020-09-17
18149,SFL,2020-05-20,2020-06-17,2020-06-18
18150,SFL,2020-02-18,2020-03-10,2020-03-11
18151,SFL,2019-11-21,2019-12-13,2019-12-16
18152,SFNC,2020-07-28,2020-09-14,2020-09-15
18153,SFNC,2020-04-23,2020-06-12,2020-06-15
18154,SFNC,2020-01-27,2020-03-13,2020-03-16
18155,SFNC,2019-10-17,2019-12-13,2019-12-16
18156,SFNC,2019-07-18,2019-09-13,2019-09-16
18157,SFNC,2019-05-16,2019-06-14,2019-06-17
18158,SFNC,2019-01-17,2019-03-14,2019-03-15
18159,SFNC,2018-10-18,2018-12-13,2018-12-14
18160,SFY,2020-06-19,2020-06-22,2020-06-23
18161,SFY,2019-12-24,2019-12-26,2019-12-27
18162,SFY,2019-06-21,2019-06-24,2019-06-25
18163,SFYX,2020-06-19,2020-06-22,2020-06-23
18164,SFYX,2019-12-24,2019-12-26,2019-12-27
18165,SFYX,2019-06-21,2019-06-24,2019-06-25
18166,SGA,2020-03-04,2020-03-13,2020-03-16
18167,SGA,2019-12-11,2019-12-26,2019-12-27
18168,SGA,2019-09-12,2019-09-20,2019-09-23
18169,SGA,2019-05-30,2019-06-13,2019-06-14
18170,SGA,2019-02-26,2019-03-11,2019-03-12
18171,SGA,2018-11-28,2018-12-07,2018-12-10
18172,SGA,2018-11-28,2018-12-07,2018-12-10
18173,SGC,2020-07-29,2020-08-10,2020-08-11
18174,SGC,2020-07-29,2020-08-10,2020-08-11
18175,SGC,2020-02-07,2020-02-11,2020-02-12
18176,SGC,2019-11-01,2019-11-12,2019-11-13
18177,SGC,2019-08-02,2019-08-13,2019-08-14
18178,SGC,2019-05-03,2019-05-14,2019-05-15
18179,SGC,2019-02-01,2019-02-12,2019-02-13
18180,SGC,2018-11-05,2018-11-13,2018-11-14
18181,SGDM,2019-12-18,2019-12-19,2019-12-20
18182,SGU,2020-07-16,2020-07-24,2020-07-27
18183,SGU,2020-04-22,2020-05-01,2020-05-04
18184,SGU,2020-01-16,2020-01-24,2020-01-27
18185,SGU,2019-10-17,2019-10-25,2019-10-28
18186,SGU,2019-07-18,2019-07-26,2019-07-29
18187,SGU,2019-04-16,2019-04-25,2019-04-26
18188,SGU,2019-01-17,2019-01-25,2019-01-28
18189,SGU,2018-10-18,2018-10-26,2018-10-29
18190,SHAG,2020-01-07,2020-09-22,2020-09-23
18191,SHAG,2020-01-07,2020-08-25,2020-08-26
18192,SHAG,2020-07-27,2020-07-28,2020-07-29
18193,SHAG,2020-01-07,2020-07-21,2020-07-22
18194,SHAG,2020-01-07,2020-06-23,2020-06-24
18195,SHAG,2020-01-07,2020-05-26,2020-05-27
18196,SHAG,2020-01-07,2020-04-21,2020-04-22
18197,SHAG,2020-01-07,2020-03-24,2020-03-25
18198,SHAG,2020-01-07,2020-02-25,2020-02-26
18199,SHAG,2020-01-07,2020-01-21,2020-01-22
18200,SHAG,2019-02-26,2019-12-23,2019-12-24
18201,SHAG,2019-12-09,2019-12-09,2019-12-10
18202,SHAG,2019-02-26,2019-11-25,2019-11-26
18203,SHAG,2019-02-26,2019-10-22,2019-10-23
18204,SHAG,2019-02-26,2019-09-24,2019-09-25
18205,SHAG,2019-02-26,2019-08-27,2019-08-28
18206,SHAG,2019-02-26,2019-07-23,2019-07-24
18207,SHAG,2019-02-26,2019-06-24,2019-06-25
18208,SHAG,2019-02-26,2019-05-28,2019-05-29
18209,SHAG,2019-02-26,2019-04-23,2019-04-24
18210,SHAG,2019-02-26,2019-03-26,2019-03-27
18211,SHAG,2019-02-15,2019-02-19,2019-02-20
18212,SHAG,2019-01-18,2019-01-22,2019-01-23
18213,SHAG,2018-02-01,2018-12-24,2018-12-26
18214,SHAG,2018-02-01,2018-11-20,2018-11-21
18215,SHAG,2018-02-01,2018-10-23,2018-10-24
18216,SHBI,2020-08-05,2020-08-13,2020-08-15
18217,SHBI,2020-05-06,2020-05-14,2020-05-16
18218,SHBI,2020-02-10,2020-02-19,2020-02-20
18219,SHBI,2019-11-06,2019-11-14,2019-11-16
18220,SHBI,2019-08-07,2019-08-15,2019-08-17
18221,SHBI,2019-05-08,2019-05-16,2019-05-18
18222,SHBI,2019-02-05,2019-02-14,2019-02-15
18223,SHBI,2018-11-05,2018-11-15,2018-11-16
18224,SHEN,2019-10-29,2019-11-13,2019-11-14
18225,SHEN,2018-10-30,2018-11-08,2018-11-12
18226,SHI,2020-06-11,2020-06-19,2020-06-22
18227,SHI,2019-04-03,2019-06-21,2019-06-24
18228,SHM,2020-01-15,2020-10-01,2020-10-02
18229,SHM,2020-01-15,2020-09-01,2020-09-02
18230,SHM,2020-01-15,2020-08-03,2020-08-04
18231,SHM,2020-01-15,2020-07-01,2020-07-02
18232,SHM,2020-01-15,2020-06-01,2020-06-02
18233,SHM,2020-01-15,2020-05-01,2020-05-04
18234,SHM,2020-01-15,2020-04-01,2020-04-02
18235,SHM,2020-01-15,2020-03-02,2020-03-03
18236,SHM,2020-01-31,2020-02-03,2020-02-04
18237,SHM,2019-01-10,2019-12-30,2019-12-31
18238,SHM,2019-01-10,2019-12-20,2019-12-23
18239,SHM,2019-01-10,2019-12-02,2019-12-03
18240,SHM,2019-01-10,2019-11-01,2019-11-04
18241,SHM,2019-01-10,2019-10-01,2019-10-02
18242,SHM,2019-01-10,2019-09-03,2019-09-04
18243,SHM,2019-01-10,2019-08-01,2019-08-02
18244,SHM,2019-01-10,2019-07-01,2019-07-02
18245,SHM,2019-01-10,2019-06-03,2019-06-04
18246,SHM,2019-01-10,2019-05-01,2019-05-02
18247,SHM,2019-01-10,2019-04-01,2019-04-02
18248,SHM,2019-01-10,2019-03-01,2019-03-04
18249,SHM,2019-01-10,2019-02-01,2019-02-04
18250,SHM,2018-01-13,2018-12-28,2018-12-31
18251,SHM,2018-12-18,2018-12-19,2018-12-20
18252,SHM,2018-11-30,2018-12-03,2018-12-04
18253,SHM,2018-01-12,2018-11-01,2018-11-02
18254,SHOO,2020-02-27,2020-03-16,2020-03-17
18255,SHOO,2019-10-28,2019-12-13,2019-12-16
18256,SHOO,2019-07-29,2019-09-16,2019-09-17
18257,SHOO,2019-04-24,2019-06-17,2019-06-18
18258,SHOO,2019-02-25,2019-03-18,2019-03-19
18259,SHOO,2018-10-30,2018-12-20,2018-12-21
18260,SHW,2020-07-22,2020-08-20,2020-08-21
18261,SHW,2020-04-22,2020-05-21,2020-05-22
18262,SHW,2020-02-19,2020-02-28,2020-03-02
18263,SHW,2019-10-16,2019-11-14,2019-11-15
18264,SHW,2019-07-17,2019-08-15,2019-08-16
18265,SHW,2019-04-17,2019-05-16,2019-05-17
18266,SHW,2019-02-13,2019-02-22,2019-02-25
18267,SHW,2018-10-17,2018-11-15,2018-11-16
18268,SHYD,2020-09-30,2020-10-01,2020-10-02
18269,SHYD,2020-01-14,2020-09-01,2020-09-02
18270,SHYD,2020-01-14,2020-08-03,2020-08-04
18271,SHYD,2020-01-14,2020-07-01,2020-07-02
18272,SHYD,2020-01-14,2020-06-01,2020-06-02
18273,SHYD,2020-01-14,2020-05-01,2020-05-04
18274,SHYD,2020-01-14,2020-04-01,2020-04-02
18275,SHYD,2020-01-14,2020-03-02,2020-03-03
18276,SHYD,2020-01-14,2020-02-03,2020-02-04
18277,SHYD,2019-01-16,2019-12-30,2019-12-31
18278,SHYD,2019-01-16,2019-12-02,2019-12-03
18279,SHYD,2019-10-31,2019-11-01,2019-11-04
18280,SHYD,2019-01-16,2019-10-01,2019-10-02
18281,SHYD,2019-01-16,2019-09-03,2019-09-04
18282,SHYD,2019-01-16,2019-08-01,2019-08-02
18283,SHYD,2019-01-16,2019-07-01,2019-07-02
18284,SHYD,2019-01-16,2019-06-03,2019-06-04
18285,SHYD,2019-01-16,2019-05-01,2019-05-02
18286,SHYD,2019-01-16,2019-04-01,2019-04-02
18287,SHYD,2019-01-16,2019-03-01,2019-03-04
18288,SHYD,2019-01-16,2019-02-01,2019-02-04
18289,SHYD,2018-01-31,2018-12-27,2018-12-28
18290,SHYD,2018-01-31,2018-12-27,2018-12-28
18291,SHYG,2020-09-30,2020-10-01,2020-10-02
18292,SHYG,2019-12-10,2020-09-01,2020-09-02
18293,SHYG,2019-12-10,2020-08-03,2020-08-04
18294,SHYG,2019-12-10,2020-07-01,2020-07-02
18295,SHYG,2019-12-10,2020-06-01,2020-06-02
18296,SHYG,2019-12-10,2020-05-01,2020-05-04
18297,SHYG,2019-12-10,2020-04-01,2020-04-02
18298,SHYG,2019-12-10,2020-03-02,2020-03-03
18299,SHYG,2019-12-10,2020-02-03,2020-02-04
18300,SHYG,2018-12-19,2019-12-30,2019-12-31
18301,SHYG,2018-12-19,2019-12-19,2019-12-20
18302,SHYG,2018-12-19,2019-12-02,2019-12-03
18303,SHYG,2018-12-19,2019-11-01,2019-11-04
18304,SHYG,2018-12-19,2019-10-01,2019-10-02
18305,SHYG,2018-12-19,2019-09-03,2019-09-04
18306,SHYG,2018-12-19,2019-08-01,2019-08-02
18307,SHYG,2018-12-19,2019-07-01,2019-07-02
18308,SHYG,2018-12-19,2019-06-03,2019-06-04
18309,SHYG,2018-12-19,2019-05-01,2019-05-02
18310,SHYG,2018-12-19,2019-04-01,2019-04-02
18311,SHYG,2018-12-19,2019-03-01,2019-03-04
18312,SHYG,2018-12-19,2019-02-01,2019-02-04
18313,SHYG,2017-12-30,2018-12-18,2018-12-19
18314,SHYG,2017-12-30,2018-12-03,2018-12-04
18315,SHYG,2017-12-30,2018-11-01,2018-11-02
18316,SIG,2020-01-16,2020-01-30,2020-01-31
18317,SIG,2019-09-05,2019-10-31,2019-11-01
18318,SIG,2019-06-06,2019-08-01,2019-08-02
18319,SIG,2019-04-03,2019-05-02,2019-05-03
18320,SIG,2019-01-17,2019-01-31,2019-02-01
18321,SIG,2018-08-30,2018-11-01,2018-11-02
18322,SIGI,2020-07-29,2020-08-13,2020-08-14
18323,SIGI,2020-05-05,2020-05-15,2020-05-18
18324,SIGI,2020-01-30,2020-02-13,2020-02-14
18325,SIGI,2019-10-30,2019-11-14,2019-11-15
18326,SIGI,2019-07-31,2019-08-14,2019-08-15
18327,SIGI,2019-05-01,2019-05-14,2019-05-15
18328,SIGI,2019-01-31,2019-02-14,2019-02-15
18329,SIGI,2018-10-25,2018-11-14,2018-11-15
18330,SIJ,2020-01-30,2020-09-23,2020-09-24
18331,SIJ,2020-01-30,2020-06-24,2020-06-25
18332,SIJ,2020-01-30,2020-03-25,2020-03-26
18333,SIJ,2019-03-18,2019-12-24,2019-12-26
18334,SIJ,2019-03-18,2019-09-25,2019-09-26
18335,SIJ,2019-03-18,2019-06-25,2019-06-26
18336,SIJ,2019-03-18,2019-03-20,2019-03-21
18337,SIJ,2018-01-29,2018-12-26,2018-12-27
18338,SIM,2020-02-19,2020-03-09,2020-03-10
18339,SIMS,2020-01-16,2020-09-21,2020-09-22
18340,SIMS,2020-01-16,2020-06-22,2020-06-23
18341,SIMS,2020-01-16,2020-03-23,2020-03-24
18342,SIMS,2019-01-14,2019-12-23,2019-12-24
18343,SIMS,2019-01-14,2019-09-23,2019-09-24
18344,SIMS,2019-01-14,2019-06-24,2019-06-25
18345,SIMS,2019-01-14,2019-03-18,2019-03-19
18346,SIMS,2018-01-13,2018-12-28,2018-12-31
18347,SIMS,2018-12-21,2018-12-24,2018-12-26
18348,SIRI,2020-07-14,2020-08-06,2020-08-07
18349,SIRI,2020-04-21,2020-05-07,2020-05-08
18350,SIRI,2020-01-30,2020-02-11,2020-02-12
18351,SIRI,2019-10-10,2019-11-07,2019-11-08
18352,SIRI,2019-07-16,2019-08-08,2019-08-09
18353,SIRI,2019-04-23,2019-05-09,2019-05-10
18354,SIRI,2019-01-29,2019-02-08,2019-02-11
18355,SIRI,2018-10-09,2018-11-08,2018-11-09
18356,SIXA,2020-09-29,2020-09-30,2020-10-01
18357,SIXA,2020-08-28,2020-08-31,2020-09-01
18358,SIXA,2020-07-30,2020-07-31,2020-08-03
18359,SIXA,2020-06-29,2020-06-30,2020-07-01
18360,SIXL,2020-09-29,2020-09-30,2020-10-01
18361,SIXL,2020-08-28,2020-08-31,2020-09-01
18362,SIXL,2020-07-30,2020-07-31,2020-08-03
18363,SIXL,2020-06-29,2020-06-30,2020-07-01
18364,SIZE,2019-12-12,2020-09-23,2020-09-24
18365,SIZE,2019-12-12,2020-06-15,2020-06-16
18366,SIZE,2019-12-12,2020-03-25,2020-03-26
18367,SIZE,2018-12-24,2019-12-30,2019-12-31
18368,SIZE,2018-12-24,2019-12-16,2019-12-17
18369,SIZE,2018-12-24,2019-09-24,2019-09-25
18370,SIZE,2018-12-24,2019-06-17,2019-06-18
18371,SIZE,2018-12-24,2019-03-20,2019-03-21
18372,SIZE,2018-01-18,2018-12-28,2018-12-31
18373,SIZE,2018-01-02,2018-12-17,2018-12-18
18374,SJB,2020-01-30,2020-09-23,2020-09-24
18375,SJB,2020-01-30,2020-06-24,2020-06-25
18376,SJB,2020-01-30,2020-03-25,2020-03-26
18377,SJB,2019-03-18,2019-12-24,2019-12-26
18378,SJB,2019-03-18,2019-09-25,2019-09-26
18379,SJB,2019-03-18,2019-06-25,2019-06-26
18380,SJB,2019-03-18,2019-03-20,2019-03-21
18381,SJB,2018-01-26,2018-12-26,2018-12-27
18382,SJM,2020-07-21,2020-08-13,2020-08-14
18383,SJM,2020-04-23,2020-05-14,2020-05-15
18384,SJM,2020-01-17,2020-02-13,2020-02-14
18385,SJM,2019-10-25,2019-11-14,2019-11-15
18386,SJM,2019-07-23,2019-08-15,2019-08-16
18387,SJM,2019-04-18,2019-05-16,2019-05-17
18388,SJM,2019-01-18,2019-02-14,2019-02-15
18389,SJM,2018-10-26,2018-11-15,2018-11-16
18390,SJR,2020-07-10,2020-09-14,2020-09-15
18391,SJR,2020-04-09,2020-08-13,2020-08-14
18392,SJR,2020-04-09,2020-07-14,2020-07-15
18393,SJR,2020-04-09,2020-06-12,2020-06-15
18394,SJR,2020-01-13,2020-05-14,2020-05-15
18395,SJR,2020-01-13,2020-04-14,2020-04-15
18396,SJR,2020-01-13,2020-03-12,2020-03-13
18397,SJR,2019-10-25,2020-02-13,2020-02-14
18398,SJR,2019-10-25,2020-01-14,2020-01-15
18399,SJR,2019-10-25,2019-12-12,2019-12-13
18400,SJR,2019-06-27,2019-11-14,2019-11-15
18401,SJR,2019-06-27,2019-10-11,2019-10-15
18402,SJR,2019-06-27,2019-09-12,2019-09-13
18403,SJR,2019-04-09,2019-08-14,2019-08-15
18404,SJR,2019-04-09,2019-07-12,2019-07-15
18405,SJR,2019-04-09,2019-06-13,2019-06-14
18406,SJR,2019-01-14,2019-05-14,2019-05-15
18407,SJR,2019-01-14,2019-04-12,2019-04-15
18408,SJR,2019-01-14,2019-03-14,2019-03-15
18409,SJR,2018-10-25,2019-02-14,2019-02-15
18410,SJR,2018-10-25,2019-01-14,2019-01-15
18411,SJR,2018-10-25,2018-12-13,2018-12-14
18412,SJR,2018-06-28,2018-11-14,2018-11-15
18413,SJW,2020-07-29,2020-08-07,2020-08-10
18414,SJW,2020-04-29,2020-05-08,2020-05-11
18415,SJW,2020-01-29,2020-02-07,2020-02-10
18416,SJW,2019-10-30,2019-11-07,2019-11-11
18417,SJW,2019-07-24,2019-08-02,2019-08-05
18418,SJW,2019-04-24,2019-05-03,2019-05-06
18419,SJW,2019-01-30,2019-02-08,2019-02-11
18420,SJW,2018-10-24,2018-11-02,2018-11-05
18421,SKM,2020-06-12,2020-06-29,2020-06-30
18422,SKM,2019-12-11,2019-12-30,2019-12-31
18423,SKM,2019-06-10,2019-06-27,2019-06-28
18424,SKT,2020-01-27,2020-04-29,2020-04-30
18425,SKT,2020-01-09,2020-01-30,2020-01-31
18426,SKT,2019-10-10,2019-10-30,2019-10-31
18427,SKT,2019-07-11,2019-07-30,2019-07-31
18428,SKT,2019-02-13,2019-04-29,2019-04-30
18429,SKT,2019-01-10,2019-01-30,2019-01-31
18430,SKT,2018-10-11,2018-10-30,2018-10-31
18431,SKYW,2020-02-04,2020-03-30,2020-03-31
18432,SKYW,2019-11-14,2019-12-30,2019-12-31
18433,SKYW,2019-08-06,2019-09-27,2019-09-30
18434,SKYW,2019-05-07,2019-06-27,2019-06-28
18435,SKYW,2019-02-05,2019-03-28,2019-03-29
18436,SKYW,2018-11-09,2018-12-28,2018-12-31
18437,SLCA,2020-02-10,2020-03-12,2020-03-13
18438,SLCA,2019-11-12,2019-12-12,2019-12-13
18439,SLCA,2019-07-22,2019-09-12,2019-09-13
18440,SLCA,2019-05-13,2019-06-13,2019-06-14
18441,SLCA,2019-02-15,2019-03-13,2019-03-14
18442,SLCA,2018-11-13,2018-12-13,2018-12-14
18443,SLG,2020-09-17,2020-09-29,2020-09-30
18444,SLG,2020-08-20,2020-08-28,2020-08-31
18445,SLG,2020-06-19,2020-06-29,2020-06-30
18446,SLG,2020-05-22,2020-05-28,2020-05-29
18447,SLG,2020-04-24,2020-04-29,2020-04-30
18448,SLG,2020-03-25,2020-03-30,2020-03-31
18449,SLG,2019-09-20,2019-09-27,2019-09-30
18450,SLG,2019-06-13,2019-06-27,2019-06-28
18451,SLG,2019-03-21,2019-03-28,2019-03-29
18452,SLG,2018-11-29,2018-12-31,2019-01-02
18453,SLGN,2020-08-05,2020-08-31,2020-09-01
18454,SLGN,2020-05-06,2020-05-29,2020-06-01
18455,SLGN,2020-02-27,2020-03-16,2020-03-17
18456,SLGN,2019-11-06,2019-11-29,2019-12-02
18457,SLGN,2019-08-07,2019-08-30,2019-09-03
18458,SLGN,2019-05-07,2019-05-31,2019-06-03
18459,SLGN,2019-02-27,2019-03-15,2019-03-18
18460,SLGN,2018-11-08,2018-11-30,2018-12-03
18461,SLMBP,2020-06-18,2020-09-03,2020-09-04
18462,SLMBP,2020-04-30,2020-06-04,2020-06-05
18463,SLMBP,2020-01-30,2020-03-05,2020-03-06
18464,SLMBP,2019-11-07,2019-12-05,2019-12-06
18465,SLMBP,2019-06-20,2019-09-05,2019-09-06
18466,SLMBP,2019-04-25,2019-06-06,2019-06-07
18467,SLMBP,2019-01-22,2019-03-04,2019-03-05
18468,SLMBP,2018-11-16,2018-12-06,2018-12-07
18469,SLQD,2019-12-10,2020-10-01,2020-10-02
18470,SLQD,2019-12-10,2020-09-01,2020-09-02
